아파트,동명,법정동,지번,거래금액,전용면적
래미안수유,,수유동,730,"72,000",84.993
경남아너스빌(1356-0),,미아동,1356,"61,500",59.964
꿈의숲해링턴플레이스,,미아동,1369,"88,000",84.67
번동완성주상복합아파트,,번동,148-496,"37,000",74.73
수유벽산1차,,수유동,205,"49,500",63.78
래미안트리베라1단지,,미아동,813,"73,000",59.6
꿈의숲롯데캐슬,,미아동,4,"89,750",84.98
다우(459-63),,번동,459-63,"20,500",41.47
대원쉐르빌(47-13),,수유동,47-13,"43,000",51.6
삼각산아이원,,미아동,1357,"70,500",84.705
에스케이북한산시티,,미아동,1353,"75,000",114.85
삼성래미안트리베라2단지,,미아동,812,"70,000",59.33
벽산라이브파크,,미아동,1354,"60,000",60
미아1차래미안,,미아동,797,"65,000",59.9
화계맨숀,,수유동,461-13,"17,300",58.51
LIG건영캐스빌,,창동,635-42,"50,700",55.6724
양우내안애,,도봉동,656,"58,300",84.92
한양1,,쌍문동,388-33,"60,500",79.2
창동그린아파트,창동그린아파트,창동,254-30,"45,000",74.1
창동현대타운,,창동,812,"51,000",66.42
창동역블루핀1동,,창동,743-28,"53,200",65.83
수산트리플,101,창동,817,"55,000",59.86
벽산아파트1,,방학동,275,"41,900",72.01
시티프라디움,,쌍문동,734,"60,000",68.9258
북한산코오롱하늘채,,쌍문동,732,"63,500",59.98
삼성브래뉴,,창동,443-1,"35,000",58.4
기용,,쌍문동,153,"19,200",44.37
북한산청호아파트,,방학동,743,"46,000",59.75
쌍문금용,,쌍문동,321,"38,000",59.94
한양2,,쌍문동,59,"33,500",48.96
대상타운현대아파트,,방학동,720-1,"77,000",84.78
방학동삼성래미안2,,방학동,715-12,"80,500",84.937
성원상떼빌,,창동,743-15,"57,000",59.75
삼환도봉,,도봉동,87,"54,000",73.89
북한산월드메르디앙,,쌍문동,728,"58,500",70.71
래미안도봉,,도봉동,655,"60,000",59.25
도봉파크빌2,,도봉동,647,"64,400",84.166
브라운스톤방학아파트,,방학동,713,"70,000",84.9
동익미라벨,,쌍문동,285-5,"49,800",84.53
태솔에버빌아파트,,방학동,712-17,"32,800",65.21
창동2차현대,205,창동,815,"86,000",84.504
신원2,,쌍문동,723,"49,000",84.99
성원아파트,101,방학동,735,"52,400",84.54
신일라이프,,쌍문동,726,"48,500",81.68
신동아아파트4,,방학동,732,"47,700",84.9
대우파크힐(쌍문동이안),103,쌍문동,730,"74,000",126.379
한성쉐르빌,,쌍문동,88-17,"23,000",54.1
극동아파트,,방학동,730,"44,000",84.935
시그마팰리스,,쌍문동,575,"27,700",55.59
상아1차아파트,,창동,299,"56,500",58.59
중흥에스-클래스,,도봉동,51-12,"58,000",84.951
청구아파트,,방학동,734,"56,300",84.97
신주아파트(A동),,방학동,695-10,"23,800",56.21
현대조합,,창동,813,"64,000",84.21
동아청솔,,창동,808,"69,700",59.445
우성아파트1,,방학동,507,"44,000",72.06
송학휴스테이,,방학동,636,"34,000",51.021
솔밭노블리안,,쌍문동,733,"43,800",50.29
새울(715-25),,창동,715-25,"30,000",42.32
한양7,,쌍문동,158,"43,000",71.22
유원도봉,,도봉동,83,"42,000",84.93
거성학마을아파트,,방학동,701-15,"65,500",134.29
태영데시앙,,창동,819,"78,000",84.995
삼익세라믹,,쌍문동,56,"42,000",58.77
창동주공18단지,,창동,30,"39,500",41.34
한양6,,쌍문동,59-5,"54,000",83.86
한화성원아파트,,방학동,731,"40,000",59.88
신동아아파트2,,방학동,531,"70,000",147.48
동아그린,,창동,805,"66,900",59.96
주공19단지(창동리버타운),,창동,27,"93,000",99.75
대우그린,,창동,814,"59,300",59.97
주공17단지,1705,창동,38,"34,000",41.3
대원그린아파트,,방학동,444-31,"24,000",46.86
우성아파트2,,방학동,508,"46,200",84.98
창동주공1단지,,창동,305,"44,600",45.77
에덴,,쌍문동,713,"39,000",67.404
성진파크뷰아파트,1101,방학동,741,"35,000",45.51
월가타워,,창동,7,"8,450",13.02
북한산아이파크5차,,창동,825,"91,800",84.4516
창동주공2단지,,창동,316,"37,250",36.16
신창,,창동,810,"38,500",59.4
쌍문동삼성래미안,,쌍문동,725,"60,000",59.9899
미라보,,쌍문동,160,"41,000",59.96
럭키,,도봉동,595,"53,000",84.86
창동주공4단지,,창동,373,"35,000",36.16
창동주공3단지(해등마을),,창동,347,"49,700",62.17
신동아아파트1,,방학동,271-1,"40,000",70.62
서원,,도봉동,641,"37,500",49.77
두산힐스빌아파트,102,공릉동,747,"78,000",84.9
현대성우아파트,101,공릉동,741,"48,500",59.98
학여울청구,101,하계동,354,"58,000",59.4
양지마을(대림)2,,중계동,588,"89,500",84.88
중계현대2,,중계동,435-1,"72,000",84.34
동진,2,중계동,103,"21,500",41.85
공릉동한보에센시티아파트,,공릉동,743,"50,500",59.4
월계흥화브라운빌,102,월계동,939,"57,000",70.94
불암현대,104,상계동,1293,"68,000",84.9
청백4,402,월계동,781,"35,800",49.77
청암2단지,203,상계동,1276,"48,000",59.4
동신,,월계동,436,"63,500",70.81
신도1차아파트,,공릉동,748,"67,000",72.8129
청구(366),101,중계동,366,"129,300",115.47
노원현대,,상계동,359,"70,000",84.78
삼창,다,월계동,448-3,"44,500",56.59
성원1,,중계동,580,"86,500",84.78
롯데우성,,중계동,361-1,"117,000",101.88
서광,,월계동,922,"58,000",59.96
상계주공2(고층),,상계동,740,"58,000",58.01
상계신동아,,상계동,463,"58,000",84.99
비선아파트,,공릉동,109,"43,000",48.6
진로유통조합대림,,중계동,78,"62,000",84.94
대아아파트1차,,공릉동,740,"47,500",59.75
청솔아파트8,,공릉동,91,"74,750",84.65
한신월드,,중계동,68-1,"43,500",80.79
대망드림힐1,,상계동,1304,"69,300",84.4909
삼익포레스트아파트,,공릉동,737,"68,000",84.6
한일2,,월계동,927,"100,000",114.816
태릉우성아파트,,공릉동,254,"80,000",84.97
상계2차중앙하이츠,,상계동,1282,"55,500",59.82
노원센트럴푸르지오,,상계동,1355,"83,000",59.996
동진신안,,중계동,364,"120,000",101.99
한신1차,,상계동,135,"37,000",53.96
포레나노원,,상계동,680,"109,000",84.9014
꿈의숲SKVIEW,,월계동,949,"73,000",59.92
상아,,중계동,505,"80,500",84.97
청구3,,중계동,360-2,"115,300",84.77
청솔(시영7),,하계동,274,"48,000",49.5
우국리더스빌,,공릉동,757,"57,500",59.96
상계주공6(고층),,상계동,720,"48,500",41.3
중계3우성,,중계동,585,"87,900",84.87
상계주공1(고층),,상계동,765,"56,000",60.5
신동아(366),,중계동,366,"132,000",115.35
삼호4,,월계동,12,"68,000",59.49
성원(사슴4),,월계동,322-1,"47,500",49.92
보람아파트,,상계동,639,"48,000",54.59
사슴3,,월계동,320-11,"35,700",33.18
상계불암대림,,상계동,1289,"49,600",59.22
화랑타운아파트,,공릉동,111,"84,500",84.65
하계1청구,,하계동,251,"85,200",84.6
대주파크빌아파트,,공릉동,751,"50,000",81.12
미도,,상계동,766-1,"72,400",87.57
염광,,중계동,445,"55,000",59.34
상계주공12(고층),,상계동,647,"47,000",49.94
한신2차,,상계동,451,"32,500",45.92
주공6,,중계동,364-12,"43,500",44.1
한신동성,,하계동,256-5,"114,500",138.29
대동아파트,,공릉동,604-11,"54,500",59.83
동아불암,,상계동,1285,"46,000",59.4
상계주공13(고층),,상계동,637,"37,700",45.55
태릉해링턴플레이스,,공릉동,758,"97,500",74.95
청백3,,월계동,780,"37,000",49.77
상계주공7(고층),,상계동,691,"52,900",41.3
상계주공5(저층),,상계동,721,"49,000",31.98
미라쉘,,공릉동,670-6,"15,300",16.69
상계주공3(고층),,상계동,730-2,"65,500",58.01
상계주공9(고층),,상계동,670,"46,000",49.94
우남그랜드,,월계동,930,"71,800",84.73
풍림아이원,,월계동,944,"85,000",84.303
월계센트럴아이파크,,월계동,951,"97,500",84.99
하계2현대,,하계동,288,"85,000",84.51
대림벽산(363),,중계동,363,"130,000",114.39
상계주공10(고층),,상계동,666,"51,800",49.94
상계주공16(고층),,상계동,624,"37,000",45.77
주공4,,중계동,358-2,"60,000",59.39
한신1,,하계동,284,"30,000",27
주공8,,중계동,362-1,"49,500",49.72
한일휴니스빌,,공릉동,683-14,"14,700",13.92
현대(고려)아파트,,공릉동,590-1,"49,500",59.8
상계주공4(고층),,상계동,749-5,"40,500",37.46
수락한신,,상계동,1277,"50,000",59.95
장미(시영6),,하계동,273,"50,500",49.5
중계무지개,,중계동,512,"39,500",39.96
롯데캐슬루나,,월계동,947,"78,000",84.9852
한진한화그랑빌,,월계동,18,"91,000",84.97
건영3,,중계동,360-15,"122,500",84.9
상계주공11(고층),,상계동,652,"49,500",49.94
풍림아파트A,,공릉동,725,"67,700",59.94
은빛1단지,,상계동,1255,"53,500",59.95
우림루미아트1,102,상계동,1306,"62,000",84.887
시영2단지(라이프)아파트,,공릉동,707,"32,500",39.6
동부아파트,,공릉동,705,"48,500",59.34
시영3차(라이프)아파트,,공릉동,715,"34,800",39.6
중계그린1단지,,중계동,502-1,"50,200",49.5
태강아파트(아이파크),,공릉동,81,"50,000",49.6
상계주공14(고층),,상계동,626,"47,000",49.94
대동,,월계동,925,"62,000",84.85
명진(200-115),,신사동,200-115,"33,000",75.23
연신내역트리플라102동,,불광동,486-13,"32,800",25.99
녹번역센트레빌,,응암동,762,"95,700",114.98
자선메르시안(400),,응암동,400,"53,000",89.97
북한산래미안아파트(2단지),,불광동,637,"82,500",59.9932
DMC센트럴자이(2단지),,증산동,258,"125,000",59.67
세영아파트,,구산동,304-1,"37,000",53.22
갈현동현대,,갈현동,537,"51,900",59.25
더위일,,응암동,81-173,"52,000",50.64
증산중앙하이츠,101,증산동,248,"95,000",116.27
이랜드타운아파트,,신사동,367,"55,500",84.9287
한국리치빌,,역촌동,231,"64,000",84.2164
대호아파트,,불광동,629,"52,500",59.7
진흥펠리체,,응암동,104-25,"49,000",57.89
드림캐시아2,,응암동,109-22,"67,500",84.96
백련산파크자이,,응암동,766,"80,000",59.789
YS홈타운,,대조동,186-44,"13,000",16.17
상림마을6단지푸르지오(601~605동)BL1-8,602,진관동,3,"77,800",84.79
거성리젠시2차,,역촌동,44-6,"59,800",63.82
마고정3단지센트레빌(310~322동)BL2-3,,진관동,107,"130,000",134.96
뉴서울(277-2),,신사동,277-2,"38,000",60.94
개성하이뷰,,신사동,7-11,"30,000",80.5
"수정가,나동",비,수색동,17-9,"70,700",63.18
펠리시티,,응암동,117-24,"58,900",55.69
프라임팰리스,,응암동,111-48,"44,800",71.16
신성수정,,신사동,358,"59,000",84.8
구파발9단지래미안(916~928동)BL3-2,,진관동,25,"93,000",101.99
연신내역트리플라101동,,불광동,484-63,"32,800",23.17
우물골2단지두산위브(204~208동)BL2-5,,진관동,83,"75,000",59.92
응암하이포롬,,응암동,117-22,"59,300",84.99
송학파크팰리스,,녹번동,83-47,"38,500",52.89
경향파크,,구산동,162-1,"44,800",84.06
태경맨션,,역촌동,81-17,"35,150",77.13
동광갈현베르빌,,갈현동,465-12,"88,000",134.715
남양구르미아파트,,불광동,479-10,"38,000",84.69
모아아파트(101동),,대조동,9-21,"46,000",51.12
경향렉스빌,,응암동,96-18,"59,900",74.895
상림마을8단지롯데캐슬(821~830동)BL1-12,822,진관동,20,"61,000",84.97
명남더블레스(19-162),,신사동,19-162,"52,000",52.29
코오롱하늘채,,갈현동,545,"65,000",84.9729
새천년구산2차,,구산동,213-4,"24,000",51.04
북한산힐스테이트1차아파트,,불광동,635,"85,500",84.734
DMC롯데캐슬더퍼스트,,수색동,417,"122,000",84.93
은평스카이뷰자이,103동,진관동,62,"115,500",84.7488
DMC우방,,증산동,244,"71,000",59.91
대경아르체아파트,,대조동,26-14,"35,000",29.99
미미,,갈현동,538,"70,000",124.65
우물골2단지두산위브(209~222동)BL2-8,,진관동,88,"82,500",84.51
백련산해모로,102,응암동,768,"64,000",74.94
두일,,구산동,308-3,"38,000",84.62
응암역효성해링턴플레이스,,신사동,372,"71,200",59.94
신사씨티,102,신사동,297,"44,000",58.09
디오반,,증산동,173-1,"11,200",14.46
북한산현대홈타운,110,불광동,633,"77,000",59.9765
개성팰리스,,역촌동,234,"23,000",58
선구,,갈현동,499-18,"41,000",69.54
서경아파트,,대조동,186-21,"29,000",28.18
북한산힐스테이트7차,,불광동,643,"104,000",84.99
명남스카이뷰,,응암동,590-10,"55,000",51.39
갈현현대,,구산동,382,"41,300",59.94
해오름시티,,대조동,9-40,"13,800",19.34
홍익,,신사동,19-117,"39,000",59.94
대호프라자아파트,,불광동,631-1,"51,000",59.97
응암동금호,,응암동,739,"58,200",59.73
명남더블레스,,응암동,577-16,"50,000",51.28
은평뉴타운엘크루,,진관동,65,"71,000",59.98
서강스카이빌,,응암동,109-3,"85,000",149.99
은평서해그랑블,,구산동,548,"57,300",59.6483
삼영N-CITY,,응암동,96-19,"36,500",45.91
디앤제이하우징(281-89),,불광동,281-89,"27,500",24.96
은평뉴타운 제각말 푸르지오(5-3단지),,진관동,94,"115,000",134.74
신사코아,,신사동,9-24,"48,300",117.05
백련산힐스테이트1차,,응암동,759,"78,600",84.59
은평뉴타운 제각말 푸르지오(5-1단지),,진관동,154,"83,000",84.89
진흥엣세벨,,수색동,416-1,"59,900",57.5033
DMCSKVIEW,,수색동,418,"117,000",59.9865
거장메카,,녹번동,183-2,"46,000",40.97
구파발10단지어울림(1011~1019동)BL3-1,,진관동,27,"114,000",166.19
대림아파트(276),,녹번동,276,"66,800",84.94
은평뉴타운솔하임,,진관동,60,"53,000",45.034
상림마을7단지아이파크(702~705동)BL1-4,,진관동,6,"82,800",84.42
백련산힐스테이트3차,,응암동,761,"74,000",59.63
효민아크로뷰,,불광동,484-73,"23,500",15.09
아르지움주상복합,,응암동,577-7,"65,900",56.06
연리지,,역촌동,36-37,"55,500",92.58
북한산푸르지오,,녹번동,281,"92,500",84.99
리더스파크,,역촌동,85-41,"74,000",82.45
모아아파트,,응암동,763,"55,000",57.7
백련산힐스테이트4차,,응암동,764,"79,300",59.98
백련산힐스테이트2차,,응암동,760,"84,500",84.59
라이프시티,,갈현동,267-1,"34,500",64.63
폭포동4단지힐스테이트(408~422동)BL3-9,,진관동,140,"113,000",101.97
힐스테이트녹번,,녹번동,282,"105,000",59.938
대주피오레,,응암동,669-1,"68,500",84.92
래미안베라힐즈,,녹번동,283,"119,500",84.95
은평뉴타운기자촌11단지,,진관동,150,"82,500",84.89
역촌센트레빌,,역촌동,232,"71,000",84.89
우물골2단지두산위브(223~244동)BL2-7,,진관동,84,"104,700",101.53
DMC센트럴자이(1단지),,증산동,258,"142,500",84.92
은평신사두산위브,,신사동,370,"70,000",84.958
박석고개1단지힐스테이트(101~111동)BL2-12,,진관동,101,"83,000",59.85
갈현1단지e-편한세상,,구산동,547,"61,500",84.618
라이프미성,,불광동,248,"63,000",66.7
마고정3단지센트레빌(323~335동)BL2-2,,진관동,105,"86,500",84.16
북한산래미안아파트(1단지),,불광동,638,"103,500",84.9885
녹번JR아파트,,녹번동,280-1,"56,500",59.866
DMC센트럴자이(3단지),,증산동,258,"157,000",84.97
e편한세상 수색 에코포레,,수색동,415-1,"63,000",59.895
박석고개1단지힐스테이트(116~131동)BL2-1,,진관동,102,"83,800",59.85
상림마을6단지푸르지오(615~621동)BL1-6,,진관동,1,"82,000",101.61
힐스테이트녹번역,,응암동,770,"115,500",84.99
녹번역e편한세상캐슬,,응암동,769,"132,500",84.94
응암푸르지오,,응암동,176,"59,000",59.58
상림마을7단지아이파크(706~708동)BL1-3,,진관동,13,"84,000",84.79
상림마을6단지푸르지오(622~629동)BL1-5,,진관동,5,"67,000",59.8
백련산에스케이뷰아이파크,,응암동,767,"89,000",59.8545
북한산현대힐스테이트3차아파트,,불광동,641,"87,000",84.98
리베르떼-빌(LibertVille),,연희동,37-1,"130,000",242.39
DMC휴먼빌아파트,102,북가좌동,456,"85,000",114.53
풍림2,,홍은동,453-2,"70,000",84.93
동일,,홍은동,457,"61,000",84.98
힐스테이트홍은포레스트,104,홍은동,470,"96,000",84.53
태영으뜸(데시앙),,홍제동,373,"50,500",64.18
선명(102동),,연희동,703-25,"46,000",66.36
충정리시온,,충정로3가,465,"39,300",33.32
파크힐,,홍제동,312-243,"50,000",84.4
대경아르체,101동,북가좌동,488,"34,800",33.62
인왕산한신휴플러스,,홍제동,469,"90,000",84.925
